2025,draft,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
168,168,NYK,Moe Rivers,NC State,,,,,,,,,,,,,,,,,
169,169,DET,Mickey Fox,Saint Mary's University,,,,,,,,,,,,,,,,,
170,170,SEA,Jerry Bellotti,Santa Clara,,,,,,,,,,,,,,,,,
171,171,GSW,Maurice Harper,Saint Mary's,,,,,,,,,,,,,,,,,
172,172,BUF,Art Allen,Pepperdine,,,,,,,,,,,,,,,,,
173,173,WSB,Mike Fahey,Brandeis University,,,,,,,,,,,,,,,,,
174,174,BOS,Bill Endicott,UMass,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,POR,Bill Walton,UCLA,10,468,13250,6215,4923,1590,0.521,,0.66,28.3,13.3,10.5,3.4,39.3,0.142,4.3,21.3
2,2,PHI,Marvin Barnes,Providence,4,171,3718,1569,946,252,0.442,,0.672,21.7,9.2,5.5,1.5,4.4,0.057,-1.7,0.3
3,3,SEA,Tom Burleson,NC State,7,446,9425,4190,2794,601,0.445,,0.726,21.1,9.4,6.3,1.3,22.9,0.117,0.2,5.1
4,4,PHO,John Shumate,Notre Dame,5,318,9201,3920,2388,574,0.516,,0.72,28.9,12.3,7.5,1.8,24.5,0.128,1,6.9
5,5,HOU,Bobby Jones,UNC,10,774,20177,8911,4256,1888,0.55,,0.78,26.1,11.5,5.5,2.4,73.7,0.175,4,30.6
6,6,KCO,Scott Wedman,Colorado,13,906,25927,11916,4355,1771,0.481,,0.794,28.6,13.2,4.8,2,53.7,0.099,-0.4,10.5
7,7,ATL,Tom Henderson,Hawaii,9,650,17690,6088,1494,3136,0.433,,0.739,27.2,9.4,2.3,4.8,22.1,0.06,-1,4.4
8,8,CLE,Campy Russell,Michigan,9,566,16781,8953,2696,1684,0.459,,0.772,29.6,15.8,4.8,3,35.8,0.103,0.3,9.8
9,9,BUF,Tom McMillen,Maryland,11,729,14770,5914,2913,788,0.483,,0.806,20.3,8.1,4,1.1,27.2,0.088,-2,-0.1
10,10,ATL,Mike Sojourner,Utah,3,191,4282,1658,1237,172,0.48,,0.671,22.4,8.7,6.5,0.9,8.2,0.092,-1,1.1
11,11,GSW,Jamaal Wilkes,UCLA,12,828,27275,14644,5117,2050,0.499,,0.759,32.9,17.7,6.2,2.5,71.3,0.125,0,14.1
12,12,LAL,Brian Winters,South Carolina,9,650,19938,10537,1688,2674,0.475,,0.842,30.7,16.2,2.6,4.1,38.6,0.093,-0.5,7.8
13,13,WSB,Len Elmore,Maryland,8,505,8384,2327,2146,459,0.413,,0.715,16.6,4.6,4.2,0.9,13.3,0.076,-1.2,1.6
14,14,CHI,Maurice Lucas,Marquette,12,855,24787,12339,7520,1987,0.473,,0.763,29,14.4,8.8,2.3,58.7,0.114,-0.3,10.6
15,15,DET,Al Eberhard,Missouri,4,220,4138,1490,760,175,0.433,,0.797,18.8,6.8,3.5,0.8,5.3,0.062,-2.5,-0.5
16,16,CHI,Cliff Pondexter,Cal State Long Beach,3,197,2856,778,747,218,0.416,,0.667,14.5,3.9,3.8,1.1,4.7,0.079,-0.6,1
17,17,BOS,Glenn McDonald,Cal State Long Beach,3,146,1493,609,215,99,0.4,,0.732,10.2,4.2,1.5,0.7,1.1,0.034,-2.8,-0.4
18,18,MIL,Gary Brokaw,Notre Dame,4,241,4724,1928,407,715,0.446,,0.713,19.6,8,1.7,3,5.3,0.054,-2,0.1
,,,Round 2,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
19,19,PHI,Don Smith,Dayton,1,54,538,283,30,47,0.408,,1,10,5.2,0.6,0.9,0,0.004,-3.3,-0.2
20,20,POR,Jan van Breda Kolff,Vanderbilt,7,434,10155,2596,1778,815,0.439,,0.814,23.4,6,4.1,1.9,15.1,0.071,-1,2.5
21,21,LAL,Billy Knight,Pitt,9,671,18412,10561,3037,1435,0.506,,0.83,27.4,15.7,4.5,2.1,48.5,0.126,0.9,13.4
22,22,WSB,Truck Robinson,Tennessee State,11,772,25141,11988,7267,1348,0.483,,0.662,32.6,15.5,9.4,1.7,52.7,0.101,-1,6.1
23,23,HOU,Gus Bailey,Texas-El Paso,5,147,1346,389,244,168,0.406,,0.51,9.2,2.6,1.7,1.1,0.8,0.029,-0.9,0.4
24,24,KCO,Len Kosmalski,Tennessee,2,76,506,110,144,53,0.398,,0.778,6.7,1.4,1.9,0.7,0.6,0.052,-2.4,0
25,25,ATL,John Drew,Gardner-Webb University,11,739,21828,15291,5088,1224,0.47,,0.748,29.5,20.7,6.9,1.7,68.9,0.152,1.4,18.7
26,26,SEA,Leonard Gray,Cal State Long Beach,3,224,6058,2408,1169,490,0.469,,0.739,27,10.8,5.2,2.2,9.9,0.079,-1.4,0.9
27,27,CHI,Leon Benbow,Jacksonville University,2,115,1838,628,214,183,0.394,,0.759,16,5.5,1.9,1.6,1.7,0.044,-2.5,-0.2
28,28,NOJ,Aaron James,Grambling State University,5,356,7671,3829,1470,370,0.481,,0.76,21.5,10.8,4.1,1,13.1,0.082,-2.3,-0.6
29,29,GSW,Phil Smith,San Francisco,9,659,19166,9924,1978,2561,0.476,,0.779,29.1,15.1,3,3.9,41.1,0.103,0.1,9.9
30,30,WSB,Dennis DuVal,Syracuse,2,50,267,96,31,34,0.361,,0.667,5.3,1.9,0.6,0.7,0,0.001,-3.5,-0.1
31,31,PHO,Fred Saunders,Syracuse,4,210,2899,1107,624,224,0.443,,0.682,13.8,5.3,3,1.1,3.1,0.051,-2.5,-0.4
32,32,NYK,Jesse Dark,VCU,1,47,401,170,37,30,0.471,,0.55,8.5,3.6,0.8,0.6,0.3,0.034,-3.7,-0.2
33,33,DET,Eric Money,Arizona,6,426,10827,5211,894,1623,0.494,,0.748,25.4,12.2,2.1,3.8,14.8,0.065,-1.2,2.1
34,34,POR,Phil Lumpkin,Miami University,2,82,1162,272,82,225,0.424,,0.812,14.2,3.3,1,2.7,0.7,0.028,-3.1,-0.3
35,35,BOS,Kevin Stacom,Providence,6,347,4539,1781,511,524,0.417,,0.768,13.1,5.1,1.5,1.5,3.1,0.032,-2.7,-0.8
36,36,POR,Rubin Collins,University of Maryland Eastern Shore,,,,,,,,,,,,,,,,,
,,,Round 3,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
37,37,PHI,Connie Norman,Arizona,3,99,1213,595,145,94,0.439,,0.82,12.3,6,1.5,0.9,1.2,0.047,-2.5,-0.1
38,38,CLE,Foots Walker,West Georgia,10,658,15036,4199,1686,3111,0.435,,0.762,22.9,6.4,2.6,4.7,31,0.099,0.7,10.2
39,39,CLE,Kevin Restani,San Francisco,8,550,10114,3386,2206,747,0.486,,0.717,18.4,6.2,4,1.4,14.8,0.07,-1.5,1.2
40,40,PHO,George Gervin,Eastern Michigan,10,791,26536,20708,3607,2214,0.511,,0.844,33.5,26.2,4.6,2.8,88.1,0.159,2.4,29.8
41,41,HOU,Robert Wilson,Iowa State,,,,,,,,,,,,,,,,,
42,42,PHI,Harvey Catchings,Hardin-Simmons University,11,725,13182,2335,3639,608,0.435,,0.647,18.2,3.2,5,0.8,21.2,0.077,-0.8,4.1
43,43,ATL,Darrell Elston,UNC,1,5,40,5,6,2,0.143,,0.5,8,1,1.2,0.4,-0.2,-0.218,-6.3,-0.1
44,44,SEA,Tal Skinner,University of Maryland Eastern Shore,2,145,2798,660,608,152,0.434,,0.633,19.3,4.6,4.2,1,3.4,0.058,-1.8,0.2
45,45,BUF,Kim Hughes,Wisconsin,5,341,5719,932,1592,319,0.449,,0.333,16.8,2.7,4.7,0.9,7.1,0.059,-0.8,1.8
46,46,NOJ,Bruce King,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
47,47,GSW,Frank Kendrick,Purdue,1,24,121,80,36,6,0.403,,0.818,5,3.3,1.5,0.3,0.3,0.119,-2.3,0
48,48,LAL,Jim Bradley,Northern Illinois,,,,,,,,,,,,,,,,,
49,49,PHO,Earl Williams,Winston-Salem State,4,146,1882,664,814,126,0.432,,0.475,12.9,4.5,5.6,0.9,2.7,0.069,-1.5,0.2
50,50,NYK,Rudy Jackson,Hutchinson Community College,,,,,,,,,,,,,,,,,
51,51,DET,Roland Grant,New Mexico State,,,,,,,,,,,,,,,,,
52,52,CHI,Bobby Wilson,Wichita State,4,143,1498,792,167,110,0.426,,0.773,10.5,5.5,1.2,0.8,1.7,0.053,-2.2,-0.1
53,53,BOS,Roscoe Pondexter,Cal State Long Beach,,,,,,,,,,,,,,,,,
54,54,MIL,Greg McDougald,Oral Roberts,,,,,,,,,,,,,,,,,
,,,Round 4,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
55,55,PHI,Butch Taylor,Jacksonville University,,,,,,,,,,,,,,,,,
56,56,POR,Mickey Johnson,Aurora University,12,904,25005,12748,6465,2677,0.449,,0.8,27.7,14.1,7.2,3,58.6,0.113,0.8,17.7
57,57,CLE,Jimmy Foster,UConn,,,,,,,,,,,,,,,,,
58,58,PHO,Randy Allen,Indiana University of Pennsylvania,,,,,,,,,,,,,,,,,
59,59,HOU,Larry Robinson,Texas,,,,,,,,,,,,,,,,,
60,60,KCO,Lloyd Batts,Cincinnati,,,,,,,,,,,,,,,,,
61,61,ATL,Ed Palubinskas,LSU,,,,,,,,,,,,,,,,,
62,62,SEA,William Gordon,University of Maryland Eastern Shore,,,,,,,,,,,,,,,,,
63,63,BUF,Bernie Harris,VCU,1,11,25,5,8,1,0.182,,0.5,2.3,0.5,0.7,0.1,-0.1,-0.19,-5.3,-0.1
64,64,NOJ,Ray Price,Washington,,,,,,,,,,,,,,,,,
65,65,GSW,Willie Biles,Tulsa,,,,,,,,,,,,,,,,,
66,66,WSB,Stan Washington,University of San Diego,1,1,4,0,0,0,0,,,4,0,0,0,0,-0.195,-5,0
67,67,LAL,Ron deVries,Illinois State,,,,,,,,,,,,,,,,,
68,68,NYK,Roy Ebron,Louisiana,,,,,,,,,,,,,,,,,
69,69,DET,Mickey Martin,Pitt,,,,,,,,,,,,,,,,,
70,70,CHI,Jim Forbes,Texas-El Paso,,,,,,,,,,,,,,,,,
71,71,BOS,Lerman Battle,Fairmont State University,,,,,,,,,,,,,,,,,
72,72,MIL,Lionel Billingy,Duquesne,,,,,,,,,,,,,,,,,
,,,Round 5,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
73,73,PHI,Gary Crowthers,Hardin-Simmons University,,,,,,,,,,,,,,,,,
74,74,POR,Bernard Hardin,New Mexico,,,,,,,,,,,,,,,,,
75,75,CLE,Gary Novak,Notre Dame,,,,,,,,,,,,,,,,,
76,76,PHO,Ralph Bobik,Creighton,,,,,,,,,,,,,,,,,
77,77,HOU,Owen Wells,Detroit Mercy,1,33,214,99,35,22,0.42,,0.682,6.5,3,1.1,0.7,0.1,0.018,-3.7,-0.1
78,78,KCO,Terry Compton,Vanderbilt,,,,,,,,,,,,,,,,,
79,79,ATL,Tyrone Medley,Utah,,,,,,,,,,,,,,,,,
80,80,SEA,Dean Tolson,Arkansas,3,80,681,402,179,34,0.546,,0.545,8.5,5,2.2,0.4,2.2,0.153,2.1,0.7
81,81,BUF,Tony Byers,Wake Forest,,,,,,,,,,,,,,,,,
82,82,NOJ,Ed Searcy,St. John's,1,4,12,6,0,1,0.333,,1,3,1.5,0,0.3,0,-0.086,-5,0
83,83,GSW,Steve Erickson,Oregon State,,,,,,,,,,,,,,,,,
84,84,LAL,Seymour Reed,Bradley,,,,,,,,,,,,,,,,,
85,85,WSB,Gary Anderson,Washington,,,,,,,,,,,,,,,,,
86,86,NYK,Greg Jackson,Guilford College,1,49,802,182,69,96,0.415,,0.581,16.4,3.7,1.4,2,-0.1,-0.005,-4.6,-0.6
87,87,DET,Joe Newman,Temple,,,,,,,,,,,,,,,,,
88,88,CHI,Randy Knowles,Texas A&M,,,,,,,,,,,,,,,,,
89,89,BOS,Ben Clyde,Florida State,1,25,157,69,41,5,0.431,,0.778,6.3,2.8,1.6,0.2,0.2,0.066,-4.3,-0.1
90,90,MIL,John Johnson,Denver,,,,,,,,,,,,,,,,,
,,,Round 6,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
91,91,PHI,Mike Westra,USC,,,,,,,,,,,,,,,,,
92,92,POR,Dan Anderson,USC,2,95,1067,347,91,166,0.472,,0.846,11.2,3.7,1,1.7,1.6,0.071,-1.8,0.1
93,93,CLE,Aron Stewart,Richmond,,,,,,,,,,,,,,,,,
94,94,PHO,Collis Temple,LSU,,,,,,,,,,,,,,,,,
95,95,HOU,Lawrence Johnson,Prairie View A&M University,,,,,,,,,,,,,,,,,
96,96,KCO,Ron Kennedy,Arizona,,,,,,,,,,,,,,,,,
97,97,ATL,Sam Hervey,SMU,,,,,,,,,,,,,,,,,
98,98,SEA,Wardell Jackson,Ohio State,1,56,939,243,133,30,0.397,,0.718,16.8,4.3,2.4,0.5,0.3,0.015,-4.9,-0.7
99,99,BUF,Gary Link,Missouri,,,,,,,,,,,,,,,,,
100,100,NOJ,Lawrence McCray,Florida State,,,,,,,,,,,,,,,,,
101,101,GSW,John Errecart,University of the Pacific,,,,,,,,,,,,,,,,,
102,102,WSB,Roy McPipe,"Montana State University, Billings",,,,,,,,,,,,,,,,,
103,103,LAL,Billy Morris,Saint Louis,,,,,,,,,,,,,,,,,
104,104,NYK,Terry Mikan,St. Thomas University,,,,,,,,,,,,,,,,,
105,105,DET,Mike Sylvester,Dayton,,,,,,,,,,,,,,,,,
106,106,CHI,Robert Rosier,St. Thomas University,,,,,,,,,,,,,,,,,
107,107,BOS,Gene Harmon,Creighton,,,,,,,,,,,,,,,,,
108,108,MIL,Larry Williams,Kansas State,,,,,,,,,,,,,,,,,
,,,Round 7,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
109,109,PHI,Dave Stoczynski,Gannon University,,,,,,,,,,,,,,,,,
110,110,POR,Doug Richards,BYU,,,,,,,,,,,,,,,,,
111,111,CLE,Mike Robinson,Michigan State,,,,,,,,,,,,,,,,,
112,112,PHO,Clyde Dickey,Boise State,,,,,,,,,,,,,,,,,
113,113,HOU,Kevin Fitzgerald,Oklahoma State,,,,,,,,,,,,,,,,,
114,114,KCO,Mark Brown,Missouri Western State College,,,,,,,,,,,,,,,,,
115,115,ATL,Greg Lee,UCLA,1,5,35,6,2,11,0.5,,1,7,1.2,0.4,2.2,0,0.041,-3.5,0
116,116,SEA,Jerry Faulkner,West Georgia,,,,,,,,,,,,,,,,,
117,117,BUF,Tommy Curtis,UCLA,,,,,,,,,,,,,,,,,
118,118,NOJ,Joel Copeland,Old Dominion,,,,,,,,,,,,,,,,,
119,119,GSW,Brady Allen,California,,,,,,,,,,,,,,,,,
120,120,LAL,Dennis Van Zant,Azusa Pacific University,,,,,,,,,,,,,,,,,
121,121,WSB,Tom Turner,West Georgia,,,,,,,,,,,,,,,,,
122,122,NYK,Billy Smith,Mercer University,,,,,,,,,,,,,,,,,
123,123,DET,Sammy High,Tulsa,,,,,,,,,,,,,,,,,
124,124,CHI,Geoff Roberts,Missouri,,,,,,,,,,,,,,,,,
125,125,BOS,Ron Brown,Penn State,,,,,,,,,,,,,,,,,
126,126,MIL,Bob Hornstein,West Virginia,,,,,,,,,,,,,,,,,
,,,Round 8,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
127,127,PHI,Jimmy Powell,Middle Tennessee,,,,,,,,,,,,,,,,,
128,128,POR,Eldridge Broussard,Pacific University,,,,,,,,,,,,,,,,,
129,129,CLE,Kerry Hughes,Wisconsin,,,,,,,,,,,,,,,,,
130,130,PHO,Tom Holland,Oklahoma,,,,,,,,,,,,,,,,,
131,131,HOU,Steve Brooks,Arkansas State University,,,,,,,,,,,,,,,,,
132,132,KCO,Richie O'Connor,Fairfield,,,,,,,,,,,,,,,,,
133,133,ATL,Bill Butler,Louisville,,,,,,,,,,,,,,,,,
134,134,SEA,Leonard Coulter,Morehead State University,,,,,,,,,,,,,,,,,
135,135,BUF,Glenn Price,St. Bonaventure,,,,,,,,,,,,,,,,,
136,136,NOJ,Jay Piccola,Roanoke College,,,,,,,,,,,,,,,,,
137,137,GSW,Clarence Allen,UC Santa Barbara,,,,,,,,,,,,,,,,,
138,138,WSB,Steve Platt,Huntington University,,,,,,,,,,,,,,,,,
139,139,LAL,Bob Florence,UNLV,,,,,,,,,,,,,,,,,
140,140,NYK,Dennis McDermott,St. Francis College,,,,,,,,,,,,,,,,,
141,141,DET,Greg Newman,Drexel,,,,,,,,,,,,,,,,,
142,142,CHI,Sam McCants,Oral Roberts,,,,,,,,,,,,,,,,,
143,143,BOS,Richard Wallace,Georgia Southern University,,,,,,,,,,,,,,,,,
144,144,MIL,Ralph Palomar,Cameron University,,,,,,,,,,,,,,,,,
,,,Round 9,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
145,145,PHI,Perry Warbington,Georgia Southern University,1,5,70,10,8,16,0.19,,1,14,2,1.6,3.2,-0.3,-0.178,-6.6,-0.2
146,146,POR,Lee Haven,Colorado,,,,,,,,,,,,,,,,,
147,147,CLE,Jim Bushkofsky,Upper Iowa University,,,,,,,,,,,,,,,,,
148,148,PHO,Ted Evans,Oklahoma,,,,,,,,,,,,,,,,,
149,149,HOU,Ken Stalling,University of Missouri-Rolla,,,,,,,,,,,,,,,,,
150,150,KCO,Jeff Dawson,Illinois,,,,,,,,,,,,,,,,,
151,151,ATL,Lon Kruger,Kansas State,,,,,,,,,,,,,,,,,
152,152,SEA,Bertram du Pont,Dillard University,,,,,,,,,,,,,,,,,
153,153,BUF,John Falconi,Davidson,,,,,,,,,,,,,,,,,
154,154,NOJ,Ken Boyd,Boston University,1,6,25,19,5,2,0.538,,0.455,4.2,3.2,0.8,0.3,0.1,0.109,-2.7,0.1
155,155,GSW,Carl Meier,California,,,,,,,,,,,,,,,,,
156,156,WSB,Mark Raterink,Boston College,,,,,,,,,,,,,,,,,
157,157,NYK,Earl Brown,Lafayette College,,,,,,,,,,,,,,,,,
158,158,DET,Gary Deitelhoff,Millikin University,,,,,,,,,,,,,,,,,
159,159,CHI,Jerry Davenport,Cameron University,,,,,,,,,,,,,,,,,
160,160,BOS,Al Skinner,UMass,4,203,4460,1884,673,526,0.437,,0.808,22,9.3,3.3,2.6,6.2,0.067,-1.2,0.9
161,161,MIL,Mike Deane,State University of New York at Potsdam,,,,,,,,,,,,,,,,,
,,,Round 10,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
162,162,PHI,Larry Witherspoon,Towson University,,,,,,,,,,,,,,,,,
163,163,POR,Ron Jones,Oregon State,,,,,,,,,,,,,,,,,
164,164,CLE,Jim Kelly,Loras College,,,,,,,,,,,,,,,,,
165,165,PHO,Mark Wasley,Arizona State,,,,,,,,,,,,,,,,,
166,166,HOU,Marcus Washington,Marquette,,,,,,,,,,,,,,,,,
167,167,KCO,Dennis White,Arkansas,,,,,,,,,,,,,,,,,
168,168,ATL,Brendy Lee,Nebraska,,,,,,,,,,,,,,,,,
169,169,SEA,Rod Derline,Seattle University,2,107,1005,518,86,71,0.419,,0.786,9.4,4.8,0.8,0.7,0.8,0.039,-3,-0.3
170,170,BUF,Andy Rimol,Princeton,,,,,,,,,,,,,,,,,
171,171,NOJ,Walt McGary,Chattanooga,,,,,,,,,,,,,,,,,
172,172,GSW,Marvin Buckley,Nevada,,,,,,,,,,,,,,,,,
173,173,WSB,Pete Collins,High Point University,,,,,,,,,,,,,,,,,
174,174,NYK,John O'Donnell,UNC,,,,,,,,,,,,,,,,,
175,175,DET,Bill Ligon,Vanderbilt,1,38,272,126,26,25,0.385,,0.64,7.2,3.3,0.7,0.7,-0.2,-0.043,-4.5,-0.2
176,176,CHI,Rick Hockenos,Saint Francis University,,,,,,,,,,,,,,,,,
177,177,BOS,Phil Rogers,Fairfield,,,,,,,,,,,,,,,,,
178,178,MIL,Bruce Featherston,Texas State University,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,
,,,Round 1,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1,1,PHI,Doug Collins,Illinois State,8,415,13945,7427,1339,1368,0.501,,0.833,33.6,17.9,3.2,3.3,38,0.131,0.4,8.4
2,2,CLE,Jim Brewer,Minnesota,9,703,15936,4099,4458,1038,0.448,,0.571,22.7,5.8,6.3,1.5,29.3,0.088,0.1,8.6
3,3,BUF,Ernie DiGregorio,Providence,5,312,7859,2997,610,1594,0.415,,0.902,25.2,9.6,2,5.1,2.5,0.016,-3.8,-3.6
4,4,SEA,Mike Green,Louisiana Tech,4,245,5410,2062,1329,340,0.46,,0.707,22.1,8.4,5.4,1.4,10.9,0.097,-0.5,2.1
5,5,LAL,Kermit Washington,American University,10,507,12815,4666,4232,695,0.526,,0.656,25.3,9.2,8.3,1.4,36,0.135,0.5,8.1
6,6,HOU,Ed Ratleff,Cal State Long Beach,5,338,8433,2813,1363,896,0.454,,0.803,24.9,8.3,4,2.7,13.8,0.078,0.5,5.4
7,7,KCO,Ron Behagen,Minnesota,7,388,9131,3977,2712,624,0.425,,0.754,23.5,10.3,7,1.6,13,0.068,-2.1,-0.2
8,8,PHO,Mike Bantom,Saint Joseph's,9,706,19725,8568,4517,1623,0.468,,0.692,27.9,12.1,6.4,2.3,34.8,0.085,-0.8,5.7
9,9,ATL,Dwight Jones,Houston,10,766,16452,6230,4513,911,0.471,,0.74,21.5,8.1,5.9,1.2,27.6,0.081,-1.6,1.6
10,10,ATL,John Brown,Missouri,7,486,10108,3614,2126,703,0.453,,0.783,20.8,7.4,4.4,1.4,16.2,0.077,-2.1,-0.4
11,11,GSW,Kevin Joyce,South Carolina,,,,,,,,,,,,,,,,,
12,12,CHI,Kevin Kunnert,Iowa,9,555,12104,4602,4031,784,0.476,,0.682,21.8,8.3,7.3,1.4,22,0.087,-1.2,2.4
13,13,CAP,Nick Weatherspoon,Illinois,7,453,9680,4086,2232,418,0.455,,0.713,21.4,9,4.9,0.9,15.2,0.075,-2.1,-0.3
14,14,NYK,Mel Davis,St. John's,4,190,2572,1008,816,164,0.376,,0.709,13.5,5.3,4.3,0.9,0.3,0.006,-3.8,-1.3
15,15,POR,Barry Parkhill,Virginia,,,,,,,,,,,,,,,,,
16,16,MIL,Swen Nater,UCLA,8,489,13868,5943,5297,954,0.537,,0.76,28.4,12.2,10.8,2,36.9,0.128,0.2,7.5
17,17,BOS,Steve Downing,Indiana,2,27,146,64,41,11,0.318,,0.55,5.4,2.4,1.5,0.4,-0.2,-0.06,-6.3,-0.2
18,18,PHI,Raymond Lewis,"California State University, Los Angeles",,,,,,,,,,,,,,,,,
,,,Round 2,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
19,19,CAP,Louie Nelson,Washington,5,224,4947,2113,527,436,0.437,,0.738,22.1,9.4,2.4,1.9,6.4,0.062,-1.7,0.3
20,20,KCO,Mike D'Antoni,Marshall,3,130,1858,432,186,248,0.392,,0.736,14.3,3.3,1.4,1.9,0.9,0.023,-1.2,0.3
21,21,PHI,Allan Bristow,Virginia Tech,9,648,13277,5122,2613,2098,0.46,,0.798,20.5,7.9,4,3.2,22.7,0.082,-0.2,6.2
22,22,PHI,George McGinnis,Indiana,7,528,16194,9090,5177,1985,0.448,,0.651,30.7,17.2,9.8,3.8,36.2,0.107,1.2,13.1
23,23,LAL,Billy Schaeffer,St. John's,,,,,,,,,,,,,,,,,
24,24,CHI,Kevin Stacom,Providence,6,347,4539,1781,511,524,0.417,,0.768,13.1,5.1,1.5,1.5,3.1,0.032,-2.7,-0.8
25,25,KCO,Larry McNeill,Marquette,6,297,5094,2533,1440,225,0.466,,0.779,17.2,8.5,4.8,0.8,13.4,0.127,-0.9,1.5
26,26,CLE,Allan Hornyak,Ohio State,,,,,,,,,,,,,,,,,
27,27,ATL,Tom Ingelsby,Villanova,1,48,398,129,44,37,0.382,,0.784,8.3,2.7,0.9,0.8,0.1,0.014,-3.4,-0.1
28,28,NYK,Pat McFarland,Saint Joseph's,,,,,,,,,,,,,,,,,
29,29,GSW,Derrek Dickey,Cincinnati,5,321,5345,1962,1575,346,0.47,,0.745,16.7,6.1,4.9,1.1,11.1,0.1,-1.3,0.9
30,30,CHI,Wendell Hudson,Alabama,,,,,,,,,,,,,,,,,
31,31,LAL,Jim Chones,Marquette,8,623,19125,7664,5196,1079,0.468,,0.704,30.7,12.3,8.3,1.7,37.4,0.094,-0.9,5.1
32,32,PHI,Caldwell Jones,Albany State University,14,1068,26474,6589,7663,1347,0.473,,0.753,24.8,6.2,7.2,1.3,44.3,0.08,-1.5,3.7
33,33,PHO,Gary Melchionni,Duke,2,137,2780,1074,329,298,0.444,,0.831,20.3,7.8,2.4,2.2,3.9,0.067,-1.3,0.5
34,34,LAL,John Perry,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,,
35,35,BOS,Phil Hankinson,Penn,2,31,187,122,57,6,0.491,,0.769,6,3.9,1.8,0.2,0.6,0.143,-1.8,0.1
,,,Round 3,,,Totals,,,,,Shooting,,,Per Game,,,,Advanced,,,
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
36,36,ATL,Ted Manakas,Princeton,1,5,45,12,3,2,0.4,,1,9,2.4,0.6,0.4,0,0.014,-4.1,0
37,37,CLE,Jim O'Brien,Maryland,,,,,,,,,,,,,,,,,
